[2025-04-11T23:43:26.053+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-04-11T23:43:26.063+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: triphobo_etl_pipeline.scrape_attractions manual__2025-04-11T23:43:23.931280+00:00 [queued]>
[2025-04-11T23:43:26.068+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: triphobo_etl_pipeline.scrape_attractions manual__2025-04-11T23:43:23.931280+00:00 [queued]>
[2025-04-11T23:43:26.069+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2025-04-12T00:38:50.679+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/las-vegas-united-states/stratosphere-casino-hotel-and-tower
[2025-04-12T00:38:55.901+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/las-vegas-united-states/high-roller
[2025-04-12T00:38:59.777+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 2: https://www.triphobo.com/places/las-vegas-united-states/things-to-do?page=2
[2025-04-12T00:39:06.929+0000] {things_to_do.py:86} INFO - 📄 Found 14 attraction links
[2025-04-12T00:39:06.929+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/14: https://www.triphobo.com/places/las-vegas-united-states/eiffel-tower-experience
[2025-04-12T00:39:13.155+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/14: https://www.triphobo.com/places/las-vegas-united-states/the-crystals
[2025-04-12T00:39:17.714+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/14: https://www.triphobo.com/places/las-vegas-united-states/las-vegas-premium-outlets-north
[2025-04-12T00:39:21.813+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/14: https://www.triphobo.com/places/las-vegas-united-states/battlefield-vegas
[2025-04-12T00:39:25.947+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/14: https://www.triphobo.com/places/las-vegas-united-states/raiding-the-rock-vault
[2025-04-12T00:39:30.148+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/14: https://www.triphobo.com/places/las-vegas-united-states/gold-and-silver-pawn-shop
[2025-04-12T00:39:34.194+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/14: https://www.triphobo.com/places/las-vegas-united-states/valley-of-fire-state-park
[2025-04-12T00:39:38.227+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/14: https://www.triphobo.com/places/las-vegas-united-states/penn-and-teller
[2025-04-12T00:40:08.342+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/14: https://www.triphobo.com/places/las-vegas-united-states/the-neon-museum
[2025-04-12T00:40:12.063+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/14: https://www.triphobo.com/places/las-vegas-united-states/shark-reef-at-mandalay-bay
[2025-04-12T00:40:16.758+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/14: https://www.triphobo.com/places/las-vegas-united-states/chapel-of-the-flowers
[2025-04-12T00:40:21.112+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/14: https://www.triphobo.com/places/las-vegas-united-states/dig-this-las-vegas
[2025-04-12T00:40:50.083+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/14: https://www.triphobo.com/places/las-vegas-united-states/las-vegas-south-premium-outlets
[2025-04-12T00:40:54.156+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/14: https://www.triphobo.com/places/las-vegas-united-states/pinball-hall-of-fame
[2025-04-12T00:41:54.185+0000] {things_to_do.py:95} ERROR - ❌ Failed to scrape https://www.triphobo.com/places/las-vegas-united-states/pinball-hall-of-fame: Page.goto: Timeout 60000ms exceeded.
Call log:
  - navigating to "https://www.triphobo.com/places/las-vegas-united-states/pinball-hall-of-fame", waiting until "load"

[2025-04-12T00:41:54.189+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 3: https://www.triphobo.com/places/las-vegas-united-states/things-to-do?page=3
[2025-04-12T00:41:54.762+0000] {things_to_do.py:99} ERROR - ❌ Failed to process page 3 of Las Vegas United States: Page.goto: Navigation to "https://www.triphobo.com/places/las-vegas-united-states/things-to-do?page=3" is interrupted by another navigation to "https://www.triphobo.com/places/las-vegas-united-states/pinball-hall-of-fame"
Call log:
  - navigating to "https://www.triphobo.com/places/las-vegas-united-states/things-to-do?page=3", waiting until "load"

[2025-04-12T00:41:54.766+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 4: https://www.triphobo.com/places/las-vegas-united-states/things-to-do?page=4
[2025-04-12T00:41:58.769+0000] {things_to_do.py:86} INFO - 📄 Found 13 attraction links
[2025-04-12T00:41:58.770+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/13: https://www.triphobo.com/places/las-vegas-united-states/hershey-s-chocolate-world
[2025-04-12T00:42:58.779+0000] {things_to_do.py:95} ERROR - ❌ Failed to scrape https://www.triphobo.com/places/las-vegas-united-states/hershey-s-chocolate-world: Page.goto: Timeout 60000ms exceeded.
Call log:
  - navigating to "https://www.triphobo.com/places/las-vegas-united-states/hershey-s-chocolate-world", waiting until "load"

[2025-04-12T00:42:58.780+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/13: https://www.triphobo.com/places/las-vegas-united-states/the-mirage
[2025-04-12T00:43:58.794+0000] {things_to_do.py:95} ERROR - ❌ Failed to scrape https://www.triphobo.com/places/las-vegas-united-states/the-mirage: Page.goto: Timeout 60000ms exceeded.
Call log:
  - navigating to "https://www.triphobo.com/places/las-vegas-united-states/the-mirage", waiting until "load"

[2025-04-12T00:43:58.796+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/13: https://www.triphobo.com/places/las-vegas-united-states/las-vegas-motor-speedway
[2025-04-12T00:44:04.687+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/13: https://www.triphobo.com/places/las-vegas-united-states/town-square
[2025-04-12T00:44:08.799+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/13: https://www.triphobo.com/places/las-vegas-united-states/springs-preserve
[2025-04-12T00:44:13.042+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/13: https://www.triphobo.com/place/adda/54730202e70545480b000023
[2025-04-12T00:44:17.401+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/13: https://www.triphobo.com/places/las-vegas-united-states/gregory-popovich-s-comedy-pet-theater
[2025-04-12T00:45:17.418+0000] {things_to_do.py:95} ERROR - ❌ Failed to scrape https://www.triphobo.com/places/las-vegas-united-states/gregory-popovich-s-comedy-pet-theater: Page.goto: Timeout 60000ms exceeded.
Call log:
  - navigating to "https://www.triphobo.com/places/las-vegas-united-states/gregory-popovich-s-comedy-pet-theater", waiting until "load"

[2025-04-12T00:45:17.423+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/13: https://www.triphobo.com/places/las-vegas-united-states/peppermill-s-fireside-lounge
[2025-04-12T00:45:22.380+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/13: https://www.triphobo.com/places/las-vegas-united-states/veronic-voices
[2025-04-12T00:45:26.454+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/13: https://www.triphobo.com/places/las-vegas-united-states/las-vegas-paiute-golf-resort
[2025-04-12T00:45:31.096+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/13: https://www.triphobo.com/places/las-vegas-united-states/cbs-television-city-research-centre
[2025-04-12T00:46:31.108+0000] {things_to_do.py:95} ERROR - ❌ Failed to scrape https://www.triphobo.com/places/las-vegas-united-states/cbs-television-city-research-centre: Page.goto: Timeout 60000ms exceeded.
Call log:
  - navigating to "https://www.triphobo.com/places/las-vegas-united-states/cbs-television-city-research-centre", waiting until "load"

[2025-04-12T00:46:31.110+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/13: https://www.triphobo.com/places/las-vegas-united-states/discovery-children-s-museum
[2025-04-12T00:47:31.128+0000] {things_to_do.py:95} ERROR - ❌ Failed to scrape https://www.triphobo.com/places/las-vegas-united-states/discovery-children-s-museum: Page.goto: Timeout 60000ms exceeded.
Call log:
  - navigating to "https://www.triphobo.com/places/las-vegas-united-states/discovery-children-s-museum", waiting until "load"

[2025-04-12T00:47:31.129+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/13: https://www.triphobo.com/places/las-vegas-united-states/banger-brewing
[2025-04-12T00:47:35.742+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 5: https://www.triphobo.com/places/las-vegas-united-states/things-to-do?page=5
[2025-04-12T00:47:41.067+0000] {things_to_do.py:86} INFO - 📄 Found 14 attraction links
[2025-04-12T00:47:41.067+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/14: https://www.triphobo.com/places/las-vegas-united-states/las-vegas-natural-history-museum
[2025-04-12T00:47:54.501+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/14: https://www.triphobo.com/places/las-vegas-united-states/the-aquarium-at-silverton
[2025-04-12T00:48:01.387+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/14: https://www.triphobo.com/places/las-vegas-united-states/lee-canyon-ski-and-snowboard-resort
[2025-04-12T00:48:06.204+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/14: https://www.triphobo.com/places/las-vegas-united-states/hollywood-cars-museum
[2025-04-12T00:48:11.463+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/14: https://www.triphobo.com/place/adda/597740285840d43f540014d1
[2025-04-12T00:48:16.037+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/14: https://www.triphobo.com/places/las-vegas-united-states/jarvis-ritholz-fine-arts
[2025-04-12T00:48:20.187+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/14: https://www.triphobo.com/places/las-vegas-united-states/las-vegas-rail-road-society
[2025-04-12T00:48:25.066+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/14: https://www.triphobo.com/places/las-vegas-united-states/umc-southern-nevada-med-libr
[2025-04-12T00:48:29.665+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/14: https://www.triphobo.com/places/las-vegas-united-states/austine-studio
[2025-04-12T00:48:34.587+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/14: https://www.triphobo.com/places/las-vegas-united-states/seaquest-interactive-aquarium
[2025-04-12T00:48:39.659+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/14: https://www.triphobo.com/places/las-vegas-united-states/las-vegas-clark-county-library
[2025-04-12T00:48:44.425+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/14: https://www.triphobo.com/places/las-vegas-united-states/harry-mohney-erotica-museum
[2025-04-12T00:48:49.030+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/14: https://www.triphobo.com/places/las-vegas-united-states/ocean-images
[2025-04-12T00:48:53.981+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/14: https://www.triphobo.com/places/las-vegas-united-states/mt-charleston-public-library
[2025-04-12T00:48:58.551+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 6: https://www.triphobo.com/places/las-vegas-united-states/things-to-do?page=6
[2025-04-12T00:49:03.341+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:49:03.342+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/las-vegas-united-states/the-king-s-ransom-museum
[2025-04-12T00:49:08.769+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/las-vegas-united-states/madame-tussaud-s-wax-museum
[2025-04-12T00:49:13.565+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/las-vegas-united-states/gambler-s-museum-shop
[2025-04-12T00:49:18.650+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/las-vegas-united-states/james-r-dickinson-library
[2025-04-12T00:49:23.412+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/las-vegas-united-states/metropolitan-museum-of-arts
[2025-04-12T00:49:28.007+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/las-vegas-united-states/guinness-world-of-records-museum
[2025-04-12T00:49:33.693+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/las-vegas-united-states/debbie-reynolds-hollywood
[2025-04-12T00:49:38.151+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/las-vegas-united-states/morrow-s-maintenance-service
[2025-04-12T00:49:42.458+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/las-vegas-united-states/aquatic-environments
[2025-04-12T00:49:46.947+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/las-vegas-united-states/discovery-childrens-museum
[2025-04-12T00:49:51.259+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/las-vegas-united-states/us-law-library
[2025-04-12T00:49:55.582+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/las-vegas-united-states/white-tiger-habitat-at-the-mirage
[2025-04-12T00:49:59.721+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/las-vegas-united-states/lik-mandalay
[2025-04-12T00:50:04.251+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/las-vegas-united-states/las-vegas-metropolitan-police-museum
[2025-04-12T00:50:09.562+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/las-vegas-united-states/regal-aquarium-maintenance
[2025-04-12T00:50:15.282+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 7: https://www.triphobo.com/places/las-vegas-united-states/things-to-do?page=7
[2025-04-12T00:50:19.417+0000] {things_to_do.py:86} INFO - 📄 Found 8 attraction links
[2025-04-12T00:50:19.418+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/8: https://www.triphobo.com/places/las-vegas-united-states/mona-the-museum-of-natural-art
[2025-04-12T00:50:23.730+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/8: https://www.triphobo.com/places/las-vegas-united-states/jim-rogers-sunbelt-auto
[2025-04-12T00:50:28.218+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/8: https://www.triphobo.com/places/las-vegas-united-states/a-magic
[2025-04-12T00:50:32.204+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/8: https://www.triphobo.com/places/las-vegas-united-states/lake-las-vegas
[2025-04-12T00:50:35.895+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/8: https://www.triphobo.com/places/las-vegas-united-states/empire-ballroom
[2025-04-12T00:50:40.162+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/8: https://www.triphobo.com/places/las-vegas-united-states/the-steakhouse
[2025-04-12T00:50:44.219+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/8: https://www.triphobo.com/places/las-vegas-united-states/mon-ami-gabi
[2025-04-12T00:50:48.496+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/8: https://www.triphobo.com/places/las-vegas-united-states/mon-ami-gabi-restaurant
[2025-04-12T00:50:52.764+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 8: https://www.triphobo.com/places/las-vegas-united-states/things-to-do?page=8
[2025-04-12T00:50:57.173+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:50:57.174+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/las-vegas-united-states/grand-canyon-national-park
[2025-04-12T00:51:01.479+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/las-vegas-united-states/fantasy-at-luxor
[2025-04-12T00:51:05.960+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/las-vegas-united-states/sugar-factory-american-brasserie
[2025-04-12T00:51:10.773+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/las-vegas-united-states/minus-5-ice-bar
[2025-04-12T00:51:14.991+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/las-vegas-united-states/sprinkles-cupcakes
[2025-04-12T00:51:19.183+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/las-vegas-united-states/mandalay-bay
[2025-04-12T00:51:23.440+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/las-vegas-united-states/border-grill-las-vegas
[2025-04-12T00:51:27.402+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/las-vegas-united-states/dick-s-last-resort
[2025-04-12T00:51:31.540+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/las-vegas-united-states/mgm-grand-buffet
[2025-04-12T00:51:35.857+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/las-vegas-united-states/voodoo-steakhouse
[2025-04-12T00:51:39.898+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/las-vegas-united-states/house-of-blues
[2025-04-12T00:51:44.284+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/las-vegas-united-states/park-on-fremont
[2025-04-12T00:51:48.497+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/las-vegas-united-states/michaels
[2025-04-12T00:51:52.853+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/las-vegas-united-states/jo-ann-fabric-and-craft-stores
[2025-04-12T00:51:57.064+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/las-vegas-united-states/voodoo-beach
[2025-04-12T00:52:01.805+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 9: https://www.triphobo.com/places/las-vegas-united-states/things-to-do?page=9
[2025-04-12T00:52:06.747+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:52:06.747+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/las-vegas-united-states/bellagio-conservatory-botanical-gardens
[2025-04-12T00:52:10.578+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/las-vegas-united-states/tous-miracle-mile-shops-at-planet-hollywood-resorts-and-casino
[2025-04-12T00:52:15.376+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/las-vegas-united-states/gold-silver-pawn-shop
[2025-04-12T00:52:20.637+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/las-vegas-united-states/ports-o-call-buffet
[2025-04-12T00:52:25.149+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/las-vegas-united-states/ronald-s-donuts
[2025-04-12T00:52:29.643+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/las-vegas-united-states/cashman-field
[2025-04-12T00:52:34.168+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/las-vegas-united-states/the-buffet-bellagio
[2025-04-12T00:52:38.410+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/las-vegas-united-states/jest-serendipity-improv
[2025-04-12T00:52:43.079+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/las-vegas-united-states/twin-peaks-las-vegas
[2025-04-12T00:52:47.805+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/las-vegas-united-states/tahiti-village-resort-and-spa
[2025-04-12T00:52:52.821+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/las-vegas-united-states/gondola-rides
[2025-04-12T00:52:56.981+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/las-vegas-united-states/the-linq-las-vegas
[2025-04-12T00:53:01.357+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/las-vegas-united-states/stratosphere-thrill-rides
[2025-04-12T00:53:05.896+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/las-vegas-united-states/neon-boneyard
[2025-04-12T00:53:10.188+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/las-vegas-united-states/everything-coca-cola-las-vegas
[2025-04-12T00:53:14.449+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 10: https://www.triphobo.com/places/las-vegas-united-states/things-to-do?page=10
[2025-04-12T00:53:18.893+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:53:18.894+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/las-vegas-united-states/la-creperie
[2025-04-12T00:53:23.009+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/las-vegas-united-states/hash-house
[2025-04-12T00:53:27.425+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/las-vegas-united-states/shrine-of-the-most-holy-redeemer
[2025-04-12T00:53:31.625+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/las-vegas-united-states/lion-habitat
[2025-04-12T00:53:36.202+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/las-vegas-united-states/dragonridge-country-club
[2025-04-12T00:53:40.927+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/las-vegas-united-states/las-vegas-ski-snowboard-resort
[2025-04-12T00:53:45.828+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/las-vegas-united-states/hakkasan-las-vegas-nightclub
[2025-04-12T00:53:50.213+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/las-vegas-united-states/the-signature-at-mgm-grand-tower-b
[2025-04-12T00:53:54.357+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/15: https://www.triphobo.com/places/las-vegas-united-states/bodies-the-exhibition
[2025-04-12T00:53:58.690+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/15: https://www.triphobo.com/places/las-vegas-united-states/hard-rock-cafe-las-vegas
[2025-04-12T00:54:02.888+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/15: https://www.triphobo.com/places/las-vegas-united-states/tourneau-the-forum-shops-at-caesar-s
[2025-04-12T00:54:07.414+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/15: https://www.triphobo.com/places/las-vegas-united-states/voodoo-zipline
[2025-04-12T00:54:11.945+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/15: https://www.triphobo.com/places/las-vegas-united-states/jollibee
[2025-04-12T00:54:16.355+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/15: https://www.triphobo.com/places/las-vegas-united-states/wicked-spoon
[2025-04-12T00:54:21.748+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 15/15: https://www.triphobo.com/places/las-vegas-united-states/red-rock-canyon-visitor-center
[2025-04-12T00:54:26.281+0000] {things_to_do.py:79} INFO - 📍 Scraping city: Los Angeles United States
[2025-04-12T00:54:26.282+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 1: https://www.triphobo.com/places/los-angeles-united-states/things-to-do?page=1
[2025-04-12T00:54:31.661+0000] {things_to_do.py:86} INFO - 📄 Found 14 attraction links
[2025-04-12T00:54:31.662+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/14: https://www.triphobo.com/places/los-angeles-united-states/universal-studios
[2025-04-12T00:54:37.867+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/14: https://www.triphobo.com/places/los-angeles-united-states/santa-monica-pier
[2025-04-12T00:54:42.300+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/14: https://www.triphobo.com/places/los-angeles-united-states/the-griffith-observatory
[2025-04-12T00:54:46.799+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/14: https://www.triphobo.com/places/los-angeles-united-states/hollywood-bowl
[2025-04-12T00:54:51.198+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/14: https://www.triphobo.com/places/los-angeles-united-states/the-j-paul-getty-centre
[2025-04-12T00:54:55.380+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/14: https://www.triphobo.com/places/los-angeles-united-states/hollywood-walk-of-fame
[2025-04-12T00:54:59.559+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/14: https://www.triphobo.com/places/los-angeles-united-states/the-grammy-museum
[2025-04-12T00:55:04.130+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/14: https://www.triphobo.com/places/los-angeles-united-states/venice-beach-boardwalk
[2025-04-12T00:55:07.846+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 9/14: https://www.triphobo.com/places/los-angeles-united-states/disneyland
[2025-04-12T00:55:13.681+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 10/14: https://www.triphobo.com/places/los-angeles-united-states/california-science-center
[2025-04-12T00:55:18.441+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 11/14: https://www.triphobo.com/places/los-angeles-united-states/3rd-street-promenade
[2025-04-12T00:55:23.021+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 12/14: https://www.triphobo.com/places/los-angeles-united-states/universal-city-walk
[2025-04-12T00:55:27.745+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 13/14: https://www.triphobo.com/places/los-angeles-united-states/hollywood-sign
[2025-04-12T00:55:32.040+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 14/14: https://www.triphobo.com/places/los-angeles-united-states/santa-monica-bay
[2025-04-12T00:55:36.721+0000] {things_to_do.py:83} INFO - 🌐 Scraping page 2: https://www.triphobo.com/places/los-angeles-united-states/things-to-do?page=2
[2025-04-12T00:55:41.587+0000] {things_to_do.py:86} INFO - 📄 Found 15 attraction links
[2025-04-12T00:55:41.588+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 1/15: https://www.triphobo.com/places/los-angeles-united-states/staples-center
[2025-04-12T00:55:46.300+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 2/15: https://www.triphobo.com/places/los-angeles-united-states/walt-disney-concert-hall
[2025-04-12T00:55:50.668+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 3/15: https://www.triphobo.com/places/los-angeles-united-states/madame-tussauds-hollywood
[2025-04-12T00:55:55.224+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 4/15: https://www.triphobo.com/places/los-angeles-united-states/aquarium-of-the-pacific
[2025-04-12T00:55:59.661+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 5/15: https://www.triphobo.com/places/los-angeles-united-states/county-museum-of-art
[2025-04-12T00:56:04.096+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 6/15: https://www.triphobo.com/places/los-angeles-united-states/cathedral-of-our-lady-of-the-angels
[2025-04-12T00:56:08.684+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 7/15: https://www.triphobo.com/places/los-angeles-united-states/beverly-hills
[2025-04-12T00:56:12.961+0000] {things_to_do.py:90} INFO - 🔍 Scraping place 8/15: https://www.triphobo.com/places/los-angeles-united-states/venice-beach
